,Reviewer ID,Paper ID,Keyphrases,Confidence
70,063e6a6a,a2f45214,"diabet,
dataset,

use,
accuraci,
predict,

model,

learn,
featur,
ensembl,
ii,
approach,
i,
machin,
machinlearn,
data,
dataseti,
type,
classifi,
datasetii,
mlp,
fig,
logist,
numer,
ensemblapproach,
algorithm,
thi,
boolean,
tabl,
booleanboolean,
bodi,
regress,
perceptron,
booleanbooleanboolean,
k,
achiev,
accuraci,
earli,
differ,
glucos,
insulin,
avail,
logistregress,
function,
perform,
numernumer,
booleanbooleanbooleanboolean,

august,
weight,
neighbor,
select,
classif,
onlin,
onlin,
onlin,
onlin,
http,
access,
accessaugust,
access,
accessaugust,
learnalgorithm,
intern,
health,
patient,
knn,
evalu,
attribut,
numernumernumer,
layer,
network,
diseas,
machinlearnalgorithm,
system,
result,
distanc,
specif,
age,
step,
train,
individu,
adaboost,
multilay,
multilayperceptron,
numernumernumernumer,
correl,
test,
boost,
sensit,
vol,
increas,
wa,
predictdiabet,
techniqu,
variabl,
research,
precis,
calcul,
b,
featurselect,
cholesterol,
waist,
point,
number,
x,
g,
p,
supervis,
artifici,
confer,
person,
blood,
applic,
analyz,
util,
level,
detect,
analysi,
ani,
decis,
gender,
hip,
binari,
sinc,
creat,
usemachin,
usemachinlearn,
method,
logistfunction,
curv,
multilay,
multilayperceptron,
input,
engin,
h,
kappa,
posit,
pp,
internconfer,
organ,
estim,
effect,
doe,
phase,
demonstr,
set,
produc,
gener,
need,
medic,
appli,
identifi,
machinlearnmodel,
learnmodel,
modellogist,
modellogistregress,
studi,
ha,
respect,
ieee,
knearest,
knearestneighbor,
work,
target,
targetvariabl,
ratio,
height,
bmi,
propos,
earlipredict,
stack,
differevalu,
valu,
d,
sigmoid,
sampl,
formula,
n,
correctli,
output,
comput,
w,
individumodel,
ada,
adaboost,
neg,
show,
roc,
roccurv,

comparison,
hybrid,
r,
journal,
intellig,
intelligsystem,
m,",4
71,063e6a6a,813d0089,"essenti,
compon,
activ,
rigor,
examin,
potenti,
substanti,
inuenc,
growth,
report,
survey,
ciplin,
synthet,
oversampl,
outstand,
construct,
condent,
index,
introduct,
academ,
prevent,
measur,
hanc,
effort,
minim,
attempt,
critic,
depart,
connect,
complet,
earli,
effect,
qualiti,
disturb,
misclassifi,
perfor,
manc,
main,
literatur,
reduct,
current,
output,
vital,
nowaday,
comprehend,
black,
box,
fundament,
drawback,
local,
global,
problem,
purpos,
rest,
quick,
chine,
section,
part,
nding,
conclud,
remark,
relat,
institut,
gorithm,
previou,
databas,
semest,
attend,
seminar,
assign,
point,
whilst,
singapor,
remedi,
degre,
michigan,
pass,
low,
medium,
iter,
dichotomis,
accord,
thor,
eventu,
account,
pupil,
symbol,
reveal,
hand,
rapid,
feedback,
efcient,
link,
open,
tutor,
regular,
basic,
exploratori,
person,
interest,
opinion,
iao,
algo,
rithm,
instructor,
parent,
outcom,
prepossess,
imabal,
ratio,
perceiv,
conrm,
requir,
execut,
explor,
preprocess,
world,
drop,
subject,
subset,
charac,
terist,
creation,
cours,
content,
math,
primari,
safeti,
crucial,
space,
cat,
egor,
logi,
run,
multipl,
time,
frequent,
logisticregr,
sion,
kneighborsclassi,
number,
vapnik,
principl,
intersect,
maxim,
xgbclassi,
max,
depth,
theorem,
gaussiannb,
util,
function,
nd,
describ,
cla,
sier,
intuit,
word,
furthermor,
limit,
consist,
agnost,
explic,
repres,
collect,
act,
reason,
owchart,
origin,
entri,
display,
build,
linear,
loss,
complex,
svc,
default,
rbf,
aspect,
individu,
unit,
capabl,
distin,
procedur,
deliti,
maximum,
gener,
fraction,
consfus,
matrix,
empir,
collec,
tier,
sourc,
detail,
por,
mat,
jupyt,
notebook,",4
72,81eb53b1,3c9ad551,"dataset,
sentiment,
sentiment analysi,
analysi,
bangla,
,
label,
bangla sentiment,
bangla sentiment analysi,
differ,
sentenc,
onlin,
text,
data,
http,
languag,
research,
ha,
avail,
veri,
posit,
discuss,
access,
[ onlin,
[ onlin ],
onlin ],
work,
time,
use,
neg,
collect,
februari,
languag process,
process,
prepar,
base,
sourc,
newspap,
doi,
mukti,
natur,
opinion,
comment,
word,
cultur,
vol,
mani,
evalu,
model,
exist,
test,
natur languag,
natur languag process,
perspect,
base sentiment,
base sentiment analysi,
c,
import,
variou,
context,
al,
translat,
patrika,
intern,
arti,
cial,
cial intellig,
intellig,
proper,
necessari,
introduc,
dataset ha,
research work,
interpret,
aspect,
aspect base,
aspect base sentiment,
aspect base sentiment analysi,
scienti,
thi,
restaur,
restaur dataset,
et,
et al,
] discuss,
alo,
bangladesh,
india,
express,
number,
daili,
fig,
scienc,
commun,
confer,
md,
intercultur,
novel,
novel dataset,
topic,
progress,
mani research,
train,
mitig,
limit,
resourc,
bangla natur,
bangla natur languag,
bangla natur languag process,
subject,
geograph,
locat,
lot,
wa,
chang,
henc,
purpos,
dekker,
] ha,
] ha discuss,
ha discuss,
cation,
built,
thi dataset,
ve,
ve sentiment,
veri posit,
veri neg,
exist dataset,
motiv,
mukti dataset,
literatur,
review,
rahman,
dey,
cricket,
cricket dataset,
differ comment,
differ onlin,
bangla word,
ali,
ashik,
prothom,
prothom alo,
prothom alo [,
alo [,
collect sentenc,
eld,
slightli,
publicli,
publicli avail,
feel,
jackson,
spoken,
west,
west bengal,
bengal,
prepar dataset,
yu,
casrnir,
br´ezillon,
relat,
proper dataset,
provid,
divers,
bia,
patrika [,
sangbad,
sangbad pratidin,
pratidin,
daili ittefaq,
ittefaq,
inqilab,
chosen,
data label,
task,
volunt,
sentiment categori,
categori,
updat,
abl,
variat,
build,
the,
technolog,
univers,
] md,
baselin,
baselin evalu,
semant,
intern confer,
comput,
j,
page,
issu,
studi,
bangla sentiment analysi abstractnatur,
sentiment analysi abstractnatur,",4
73,81eb53b1,9659dbdf,"
model,
analysi,
use,
data,
sentiment,
name,
sentimentanalysi,
predict,
languag,
demand,
market,
train,
process,
banglish,
text,
gender,
entiti,
set,
natur,
product,
banglishtext,
languagprocess,
nameentiti,
media,
devic,
naturlanguag,
base,
amazon,
comprehend,
ha,
thi,
stock,
naturlanguagprocess,
amazoncomprehend,
bangla,
consum,
review,
dataset,
ner,
custom,
busi,
learn,

collect,
analyz,
marketdemand,
entitirecognit,
recognit,
spaci,
machin,
accuraci,
work,
comment,

nameentitirecognit,
strategi,
genderpredict,
stockmarket,
perform,
trainset,
demandanalysi,
entrepreneur,
nermodel,
machinlearn,
usenatur,
usenaturlanguag,
algorithm,
research,
banglalanguag,
label,
nlp,
signi,
peopl,
sequenti,
sequentimodel,
usenaturlanguagprocess,
platform,
list,
network,
site,
detect,
fig,
drop,

pp,
doi,
marketdemandanalysi,
play,
cant,
role,
busistrategi,
smartphon,
posit,
raw,
customner,
sector,
price,
onli,
predictmodel,
veri,
networksite,
devicname,
classi,
er,
translat,
intern,
internconfer,
confer,
neg,
thu,
rawdata,
spaciner,
amazoncomprehendcustom,
comprehendcustom,
productdemand,
proper,
opinion,
express,
public,
variou,
word,
le,
column,
valu,
test,
result,
case,
annot,
output,
cantrole,
competit,
eld,
onlin,
desir,
share,
scraper,
techniqu,
panda,
customnermodel,
tensor,
appli,
demanddevic,
prefer,
inform,
group,
rst,
relat,
accur,
factor,
stockprice,
deep,
deeplearn,
extract,
commun,
phone,
csv,
contain,
ratio,
implement,
cloud,
ani,
analysiuse,
usenlp,
impact,
bengali,
brand,
banglishtextdata,
textdata,
python,
wikipedia,
seaborn,
librari,
amazoncomprehendcustomner,
comprehendcustomner,
comprehendcustomnermodel,
ow,
differ,
econom,
initi,
demandproduct,
engag,
interest,
cient,
method,
effect,
bene,
nowaday,
compar,
busisector,
view,
collectraw,
scrape,
naturlanguagprocessfeatur,
languagprocessfeatur,
processfeatur,
featur,
supervis,
provid,
multipl,
lot,
",4
74,c593bb1f,be37cceb,"cell,
isc,
detect,

batteri,
model,

temperatur,
forc,
circuit,
thermal,
use,

ga,
voltag,
repres,
base,
co2,
gener,
vol,
pack,
b,
larg,
thi,
fault,
train,
j,
pp,
machin,
intern,
method,
paramet,
charg,
machinlearn,
learn,
data,

layer,
liion,
gradient,
fig,
g,
lithium,
energi,
dure,
caus,
et,
c,
x,
p,
ion,
expans,
power,
faulti,
experi,
liionbatteri,
measur,
number,
etal,
al,
lithiumion,
oper,
mechan,
show,
temperaturgradient,
state,
runaway,

cai,
faulticell,
paper,
electr,
heat,
emiss,
faultdetect,
feng,
thermalrunaway,
batteripack,
v,

relu,
lithiumion,
stefanopoul,
siegel,
ionbatteri,
earli,
thermalrunway,
runway,
system,
differ,
detectisc,
cellpack,
connect,
result,
co2emiss,
soc,
hidden,
hiddenlayer,
lithiumionbatteri,
appli,
applienergi,
appli,
applienergi,
lithiumionbatteri,
failur,
effect,
circuitmodel,
propos,
work,
increas,
electrvehicl,
vehicl,
howev,
lead,
function,
studi,
ha,
depend,
previou,
voltagmeasur,
iscdetect,
expansforc,
insid,
found,
statist,
n,
q,
sei,
describ,
region,
input,
architectur,
relurelu,
wang,
liu,
journal,
journal,
t,
t,
circuitdetect,
largformat,
largformatlithium,
format,
formatlithium,
safeti,
volum,
co2ga,
healthi,
healthicell,
thipaper,
approach,
predict,
i,
moreov,
process,
behaviour,
aspect,
explos,
xia,
test,
drop,
sensor,
correl,
seri,
largcell,
cient,
multipl,
rest,
sens,
fast,
celltemperatur,
observ,
supervis,
supervismachin,
supervismachinlearn,
properti,
dureisc,
fenget,
fengetal,
vent,
concentr,
gagener,
construct,
resist,
gure,
r,
equat,
electrolyt,
reaction,
decomposit,
qsei,
man,
iscregion,
plot,
mole,
xsei,
forcgener,
fga,
tabl,
relurelurelu,",4
75,c593bb1f,1aaf1991,"sentiment,
review,
analysi,
use,
sentimentanalysi,
data,
machin,
model,
accuraci,
bangla,
product,
learn,
dataset,
vector,
research,
algorithm,
techniqu,
work,
thi,
ha,
support,
supportvector,
classifi,
process,
text,

machinlearn,
fig,

supportvectormachin,
vectormachin,
ieee,
pp,
intern,
propos,
sever,
classif,
perform,
languag,

featur,
approach,
r,
internconfer,
confer,
differ,
analyz,
onlin,
custom,
token,
technolog,
peopl,
opinion,
posit,
site,
extract,
remov,
express,
productreview,
method,
neg,
rokomari,
learnalgorithm,
type,
paper,
result,
movi,
svm,
class,
feedback,
system,
stopword,
matrix,
n,
comparison,
consum,
base,
creat,
severmachin,
severmachinlearn,
machinlearnalgorithm,
compar,
onli,
appli,
implement,
banglatext,
bay,
test,
section,
ii,
import,
train,
learntechniqu,
wa,
collect,
sentenc,
tabl,
confus,
confusmatrix,
hossain,
k,
sustain,
sustaintechnolog,
industri,
sti,
shop,
variou,
commerc,
platform,
marketplac,
experi,
websit,
media,
it,
becaus,
thiwork,
mani,
scheme,
book,
usesever,
usesevermachin,
usesevermachinlearn,
severmachinlearnalgorithm,
linear,
languagprocess,
i,
comment,
ani,
autom,
determin,
emot,
researchwork,
banglalanguag,
thiresearch,
naiv,
naivbay,
topic,
movireview,
author,
deep,

electron,
web,
depict,
collectdata,
sampl,
b,
preprocess,
raw,
punctuat,
split,
word,
featurextract,
tfidf,
frequenc,
document,
set,
r,
chowdhuri,
j,
sentimentanalysitechniqu,
analysitechniqu,
internet,
increas,
analyzconsum,
tri,
understand,
product,
accept,
present,
maniresearch,
propossever,
severscheme,
gather,
linearsupport,
linearsupportvector,
linearsupportvectorclassifi,
supportvectorclassifi,
vectorclassifi,
natur,
naturlanguag,
naturlanguagprocess,
becom,
network,
evalu,
differtype,
human,
improv,
piec,
repres,
mine,
subject,
etc,
banglasentiment,
banglasentimentanalysi,
motiv,
learnmodel,
onlinproduct,
onlinproductreview,
accuracicomparison,",4
76,c5da9938,80def0a3,"
model,
predict,
fertil,
quantum,

explain,

path,
learn,
space,
medicin,
featur,
probabl,
thi,
treatment,

use,
figur,
base,
reproduct,
outcom,
interpret,
data,
health,
ml,
fertiltreatment,
concept,
techniqu,
intervent,
interact,
evalu,
feynman,
solut,
mathemat,
input,
j,
sinc,
servic,
simul,
distribut,
function,
plot,
illustr,
age,
work,
reproductmedicin,
success,
avail,
perform,
regress,
mechan,
comput,
women,
intellig,
precis,
lm,
pregnanc,
human,
approach,
xai,
mlmodel,
accuraci,
result,
problem,
select,
test,
optim,
signal,
h,
vol,
ha,
market,
machin,
machinlearn,
ai,
contribut,
propos,
condit,
conditprobabl,
quantummechan,
mathematmodel,
form,
b,
output,
set,
sampl,
time,
assess,
dataset,
valu,
individu,
converg,
pp,
telefertil,
besid,
birth,
fertilservic,
custom,
deploy,
artifici,
artificiintellig,
healthintervent,
possibl,
mother,
futur,
medic,
improv,
applic,
decis,
structur,
section,
process,
build,
import,
probabltechniqu,
multipl,
simpl,
genet,
feynmanpath,
feynmanpathintegr,
pathintegr,
integr,
search,
list,
dirac,
observ,
matrix,
variabl,
train,
rule,
p,
c,
j,
basemodel,
scienc,
adopt,
method,
factor,
feynmantechniqu,
matern,
neonat,
neonatmedicin,
rate,
increas,
fertilhealth,
fertilhealthintervent,
becom,
fertilcustom,
procedur,
advanc,
plan,
trust,
paper,
fertilintervent,
baseml,
basemlmodel,
review,
repres,
conclus,
analysi,
inform,
deriv,
insight,
action,
symbol,
symbolregress,
conditprobabltechniqu,
statist,
coupl,

care,
relationship,
befor,
propag,
feynman,
weight,
onli,
explan,
way,
fit,
loss,
probabldistribut,
mother,
physic,
miss,
missvalu,
mean,
numer,
split,
fertilitytreated,
studi,
dure,
correl,
graph,
prdp,
fertilitytreat,
onlin,
onlin,
onlin,
onlin,
",4
77,c5da9938,2b7e9cac,"na,
blockchain,
drug,
use,
suppli,
chain,
supplichain,


system,
counterfeit,
thi,
data,
technolog,
x,
medicin,
product,
pharmaceut,
network,

inform,
medic,
blockchaintechnolog,
transact,
manag,
cid88,
record,
time,
pp,
distribut,
ha,
manufactur,
patient,
monitor,
implement,
xx,
industri,
public,
ani,
compani,
vaccin,
applic,
node,
track,
access,
need,
drugsuppli,
drugsupplichain,
chainmanag,
ledger,
j,
vol,
intern,
way,
propos,
studi,
avail,
supplichainmanag,
app,
scm,
blockchainbas,
comput,
particip,
prevent,
problem,
paper,
useblockchain,
onli,
creat,
pharmaceutsuppli,
pharmaceutsupplichain,
provid,
chang,
privaci,
code,
rahman,
ieee,
base,
secur,
mani,
rst,
pharmaci,
servic,
framework,

origin,
section,
exchang,
transfer,
uniqu,
privat,
ed,
report,
includ,
key,
offchain,
onchain,
permiss,
confer,
approach,
fake,
consum,
blockchainnetwork,
trust,
abl,
everi,
veri,
differ,
market,
bitcoin,
step,
individu,
discuss,
supplier,
distributor,
model,
user,
work,
person,
hash,
result,
machin,
ad,
produc,
c,
fig,
qr,
qrcode,
xxx,
onlin,
onlin,
onlin,
onlin,
islam,
k,
internconfer,
counterfeitmedicin,
issu,
pharmaceutindustri,
thipaper,
counterfeitdrug,
useblockchaintechnolog,
suggest,
effect,
parti,
advanc,
requir,
verifi,
healthcar,
detail,
author,
traceabl,
enhanc,
transpar,
con,
regist,
process,
b,
supervisori,
analysi,
oper,
speci,
kept,
r,
http,
p,
impact,
relat,
cation,
increas,
dure,
function,
ef,
gener,
share,
form,
howev,
wa,
interest,

structur,
ii,
v,
look,
situat,
anitime,
exist,
stabl,
scheme,
commod,
identi,
publicledger,
simpl,
recommend,
perform,
machinlearn,
learn,
hyperledg,
pharma,
drugcounterfeit,",5
78,c5da9938,6dceabd7,"speech,

use,
emot,
recognit,
classi,


frequenc,
featur,
er,
signal,
coef,
cient,
emotrecognit,
mfcc,
model,
system,
thi,
learn,
process,

predict,
pp,
network,
n,
cation,
ieee,
voic,
comput,
speechsignal,
differ,

mel,
f,
vol,
speechemot,
extract,
research,
dataset,
data,
c,
wa,
k,
w,
j,
human,
speechemotrecognit,
train,
power,
linear,
sampl,
lpc,
machin,
deep,
ha,
formant,
algorithm,
databas,
emotspeech,
l,
arti,
result,
method,
set,
test,
b,
p,
h,
cial,
intellig,
includ,
design,
select,
achiev,
accuraci,
python,
spectrum,
linearpredict,
recognituse,
r,
speechrecognit,
emotrecognitsystem,
recognitsystem,
confer,
peopl,
i,
applic,
pattern,
identi,
base,
becaus,
effect,
contrast,
frame,
represent,
languag,
speaker,
audiovisu,
actor,
sound,
lter,
scale,
powerspectrum,
estim,
analysi,
e,
er,
arxiv,
arxivpreprint,
arxiv,
arxivpreprint,
preprint,
cialintellig,
work,
project,
user,
signalprocess,
retriev,
tion,
ser,
sever,
util,
inform,
pitch,
requir,
reduc,
perform,
svm,
recurr,
studi,
unsupervis,
domain,
zhang,
ravdess,
tess,
audiovisudatabas,
song,
univers,
word,
tract,
refer,
audio,
hz,
calcul,
order,
determin,

output,
record,
s,
fig,
v,
search,
pythonscript,
script,
provid,
speech,
speechemot,
speechemotrecognit,
emotrecognituse,
x,
j,
intern,
technolog,
robot,
lot,
distinguish,
deeplearn,
interfac,
distinct,
paramet,
automat,
recogn,
variou,
machinlearn,
contain,
chroma,
melfrequ,
cepstrum,
type,
featurselect,
involv,
utter,
year,
approach,
cai,
meng,
gong,
usedeep,
thiscenario,
scenario,
prepar,
load,
step,
ryson,
rysonaudiovisu,
rysonaudiovisudatabas,
toronto,
torontoemot,",4
79,8fa0d446,5ef620ff,"data,
predict,
student,
perform,
use,
model,
project,
accuraci,
classifi,


graduat,
cours,
studi,
graduatproject,
class,
academ,
educ,
mine,
classif,
instanc,
thi,
pp,
datamine,
show,
predictstudent,
posit,
intern,
system,
algorithm,
academperform,
order,
techniqu,
tree,
wa,
journal,
studentperform,
inform,
weka,
research,
applic,
train,
comput,
requir,
nav,
navbay,
bay,
network,
result,
decis,
excel,
studi,
learn,
j48,
decistree,
base,
tabl,
test,
testdata,
internjournal,
technolog,
differ,
educdata,
confus,
confusmatrix,
matrix,
traindata,
ie,
tp,
computscienc,
scienc,
import,
manag,
grade,
fig,
informsystem,
program,
studentacadem,
predictacadem,
mark,
identifi,
featur,

studentacademperform,
educdatamine,
prerequisit,
knowledg,
level,
achiev,
found,
select,
fals,
rate,
precis,

v,
machin,
machinlearn,
predictstudentperform,
success,
wherea,
tool,
valu,
c,
process,
attribut,
advanc,
numer,
veri,
falsposit,
fp,
neg,

fvalu,
accuracidata,
cross,
confer,
institut,
prepar,
predictacademperform,
predictstudentacadem,
prerequisitcours,
complet,
i,
students,
managsystem,
year,
requircours,
edm,
extract,
provid,
b,
produc,
node,
work,
k,
classifmodel,
thistudi,
useweka,
studentgrade,
type,
datafile,
file,
correct,
depict,
positfals,
positfalsposit,

modelpredict,
tp,
thimodel,
howev,
excelclass,
advanccomput,
advanccomputscienc,
j,
univers,
trend,
educinstitut,
conduct,
predictstudentacademperform,
focu,
undergradu,
studentdata,
usenav,
usenavbay,
databas,
databasmanag,
databasmanagsystem,
web,
webapplic,
informsystemproject,
informsystemprojectmanag,
systemproject,
systemprojectmanag,
projectmanag,
dure,
state,
build,
ieee,
variou,
method,
cluster,
neighbour,
compris,
thitechniqu,
structur,
dataset,
creat,
point,
ii,
academachiev,
research,
predictstudentgrade,
classiftechniqu,
usediffer,
appli,
iii,
format,
accuraci,",4
80,8fa0d446,e5397f14,"detect,
eye,
drowsi,
driver,
use,
face,
imag,
accuraci,
cnn,
method,
extract,


algorithm,
train,
system,
driverdrowsi,
wa,

drowsidetect,
model,
propos,
alert,
approach,
thi,
er,
glass,
classi,
dataset,
pp,
network,
facedetect,
ha,
accid,
result,
realtim,
sleep,
centerfac,
road,
differ,
j,
vol,
base,
driverdrowsidetect,
convolut,
featur,
number,
gure,
data,
deep,
paper,
test,
time,
fig,
work,
process,
research,
techniqu,
loss,
comput,
rate,
roadaccid,
detectface,
alarm,
section,
frame,

layer,
intern,
learn,
condit,
mask,
nonglass,
caus,
increas,
stage,
extracteye,
input,
eyedetect,
wause,

person,
epoch,
detectsystem,
c,
r,
k,
deeplearn,
driver,
centerfacalgorithm,
haarclassi,
featurextract,
wear,
proposmethod,
i,
object,
speed,
found,
day,
movement,
light,
video,
camera,
architectur,
cation,
decis,
robust,
ed,
cnnclassi,
measur,
experi,
respect,
situat,
sampl,
need,
box,
eyeregion,
region,
state,
show,
p,
intern,
confer,
computvision,
vision,
recognit,
drive,
thipaper,
identifi,
glasseye,
eyedataset,
perform,
sever,
includ,
fatigu,
sleepi,
vehicl,
statist,
describ,
awak,
eyemovement,
eyemovementsleep,
movementsleep,
step,
divid,
machin,
svm,
arti,
jone,
mani,
decisionmak,
thresholdbas,
ow,
select,
studi,
discuss,
detectdriver,
dricar,
pixel,
averag,
approxim,
eyeimag,
employ,
precis,
appli,
ratio,
cnnmodel,
detectalgorithm,
point,
eyestate,
detecteye,
detecteyeregion,
function,
decreas,
tabl,
score,
v,
l,
scienc,
n,
internjournal,
internjournal,
journal,
systemuse,
ieee,
proceed,
m,
m,
deeplearnbase,
learnbase,
key,
reduc,
dure,
suggest,
accuracirate,
awar,
bangladesh,
ani,
behavior,
attent,",3
81,8fa0d446,363709c1,"threat,
secur,
model,
iot,
system,
agricultur,
data,
precis,
cloud,
threatmodel,

precisagricultur,
compon,
actuat,

igfn,

sensor,
use,
pp,
technolog,
smart,
perform,
ifg,
thi,
stride,
devic,
ow,
cyber,
user,
gateway,
confer,
control,
node,
cybersecur,
issu,
remot,
mobil,
internet,
interactor,
mechan,
process,
r,
work,
authent,
fig,
level,
commun,
measur,
defens,
field,
vulner,
consid,
identi,
present,
mitig,
humid,
help,
remotuser,
cropland,
iotfield,
intern,
thing,
enabl,
comput,
servic,
appli,
microsoft,
imag,
access,
result,
action,
mobilclient,
client,
inform,
iotfieldgateway,
fieldgateway,
ru,
mc,
securthreat,
securissu,
standard,
attack,
ie,
irrig,
ieee,
ed,
possibl,
defensmechan,
categori,
al,
moreov,
case,
soil,
network,
dfd,
p,
internconfer,
precisagricultursystem,
agricultursystem,
farm,
infrastructur,
identifi,
gener,
sens,
ani,
avail,
appropri,
section,
microsoftstride,
performthreat,
usecase,
iotgatewayfog,
iotgatewayfognode,
gatewayfog,
gatewayfognode,
j,
cybersecurthreat,
crop,
intellig,
threatcategori,
futur,
et,
etal,
provid,
element,
performthreatmodel,
base,
author,
method,
send,
b,
c,
vol,
n,
industri,
smartagricultur,
detect,
product,
temperatur,
therefor,
strategi,
design,
list,
research,
gp,
besid,
health,
stridemodel,
encrypt,
detail,
zone,
tl,
m,
m,
deviceat,
support,
manag,
impact,
sever,
deploy,
paper,
componlevel,
tool,
potenti,
human,
iotdevic,
tion,
spray,
platform,
mitigstrategi,
propos,
scope,
analyz,
satellit,
studi,
systemsecur,
accesscontrol,
framework,
assess,
edthreat,
thu,
repres,
check,
thiwork,
scenario,
systemcompon,
function,
diagram,
input,
iotnode,
protocol,
extern,
externinteractor,
threat,
threatmodel,
applic,
disclosur,
hsm,
securelement,",4
82,8fa0d446,74fdc787,"import,
rise,
internet,
thing,
sink,
top,
prioriti,
sourc,
depend,
consequ,
optimum,
assess,
increas,
index,
delay,
introduct,
nowaday,
variou,
due,
growth,
revolut,
hsb,
literatur,
substanti,
advantag,
differ,
fishbon,
hexdd,
build,
uniqu,
water,
vascular,
corr,
integ,
linear,
program,
excel,
rest,
conclud,
paper,
relat,
wastag,
philosophi,
allevi,
prevent,
primit,
preliminari,
typic,
equat,
zone,
necessit,
inter,
ferenc,
motiv,
prohibit,
respect,
formul,
practic,
impli,
good,
assumpt,
ident,
type,
halv,
irrespec,
tive,
essenti,
minim,
great,
extent,
guid,
expans,
enc,
unfold,
set,
procedur,
nmba,
extrem,
small,
paramet,
perimet,
diago,
nal,
process,
contrari,
traffic,
gener,
bit,
rate,
byte,
packet,
channel,
kbp,
graph,
run,
compar,
suit,
abil,
prove,
benefit,
show,
strength,
excess,
deliveri,
life,
xxxxx,
circularxxxxx,
niayesh,
gharaei,
kamalrulnizam,
abu,
bakar,
siti,
zaiton,
mohd,
hashim,
ali,
hosseingholi,
pourasl,
suhail,
ashfaq,
butt,
collabor,
sojourn,
scheme,
cluster,
chiun,
kuan,
chung,
chen,
plan,
erman,
arta,
dilo,
paul,
havinga,
infrastructur,
honeycomb,
tessel,
dissemin,
eurasip,
region,
tencon,
joint,
informat,
electron,
iciev,
imag,
pattern,
recognit,
icivpr,
lawrenc,
biolog,
ecolog,
asteroidea,
jhu,
hasan,
analysi,
static,
wsn,
nsyss,
giancalro,
trajectori,
iciet,
pasqual,
pace,
giancarlo,
schedul,
steven,
floyd,
ucb,
lbnl,
vint,
version,
conclus,
acknowledg,
transform,
ministri,
post,
inform,
fellowship,
palash,
roy,
anika,
tahsin,
sujan,
sarker,
user,
placement,
function,
meteb,
altaf,
incent,
mechan,
worker,
tradeoff,
execut,
speedup,
reliabl,",5
83,b1d0506c,3c9ad551,"dataset,
sentiment,
sentiment analysi,
analysi,
bangla,
,
label,
bangla sentiment,
bangla sentiment analysi,
differ,
sentenc,
onlin,
text,
data,
http,
languag,
research,
ha,
avail,
veri,
posit,
discuss,
access,
[ onlin,
[ onlin ],
onlin ],
work,
time,
use,
neg,
collect,
februari,
languag process,
process,
prepar,
base,
sourc,
newspap,
doi,
mukti,
natur,
opinion,
comment,
word,
cultur,
vol,
mani,
evalu,
model,
exist,
test,
natur languag,
natur languag process,
perspect,
base sentiment,
base sentiment analysi,
c,
import,
variou,
context,
al,
translat,
patrika,
intern,
arti,
cial,
cial intellig,
intellig,
proper,
necessari,
introduc,
dataset ha,
research work,
interpret,
aspect,
aspect base,
aspect base sentiment,
aspect base sentiment analysi,
scienti,
thi,
restaur,
restaur dataset,
et,
et al,
] discuss,
alo,
bangladesh,
india,
express,
number,
daili,
fig,
scienc,
commun,
confer,
md,
intercultur,
novel,
novel dataset,
topic,
progress,
mani research,
train,
mitig,
limit,
resourc,
bangla natur,
bangla natur languag,
bangla natur languag process,
subject,
geograph,
locat,
lot,
wa,
chang,
henc,
purpos,
dekker,
] ha,
] ha discuss,
ha discuss,
cation,
built,
thi dataset,
ve,
ve sentiment,
veri posit,
veri neg,
exist dataset,
motiv,
mukti dataset,
literatur,
review,
rahman,
dey,
cricket,
cricket dataset,
differ comment,
differ onlin,
bangla word,
ali,
ashik,
prothom,
prothom alo,
prothom alo [,
alo [,
collect sentenc,
eld,
slightli,
publicli,
publicli avail,
feel,
jackson,
spoken,
west,
west bengal,
bengal,
prepar dataset,
yu,
casrnir,
br´ezillon,
relat,
proper dataset,
provid,
divers,
bia,
patrika [,
sangbad,
sangbad pratidin,
pratidin,
daili ittefaq,
ittefaq,
inqilab,
chosen,
data label,
task,
volunt,
sentiment categori,
categori,
updat,
abl,
variat,
build,
technolog,
univers,
] md,
baselin,
baselin evalu,
semant,
intern confer,
comput,
j,
page,
issu,
studi,
bangla sentiment analysi abstractnatur,
sentiment analysi abstractnatur,",2
